title,authors,year,doi,url,publisher,type,reference_count,is_referenced_by_count
Molecular cloning and functional characterization of a Na+/H+ antiporter gene from halophyte Spartina anglica,"TAO LAN, YUANLIN DUAN, BIN WANG, YUANCHANG ZHOU, WEIREN WU",2011,10.3906/tar-1003-2,https://doi.org/10.3906/tar-1003-2,The Scientific and Technological Research Council of Turkey (TUBITAK-ULAKBIM) - DIGITAL COMMONS JOURNALS,journal-article,0,2
Environmental and Developmental Regulation of the Wound-Induced Cell Wall Protein WI12 in the Halophyte Ice Plant,"Shyi-Kae Yen, Mei-Chu Chung, Pei-Chung Chen, Hungchen E. Yen",2001,10.1104/pp.010205,https://doi.org/10.1104/pp.010205,Oxford University Press (OUP),journal-article,51,36
"Plant Tissues and Embryos Biominerals in Sarcocornia pruinosa, a Halophyte from the Río Tinto Salt Marshes","Vicenta De la Fuente, Lourdes Rufo, Irene Sánchez-Gavilán, Esteban Ramírez, Nuria Rodríguez, Ricardo Amils",2018,10.3390/min8110505,https://doi.org/10.3390/min8110505,MDPI AG,journal-article,29,17
Halophyte Growth and Physiology Under Metal Toxicity,"Anita Kumari, Sunita Sheokand, Pooja, Ashwani Kumar, Anita Mann, Neeraj Kumar, Sarita Devi, Babita Rani, Arvind Kumar, B. L. Meena",2019,10.1007/978-981-13-3762-8_5,https://doi.org/10.1007/978-981-13-3762-8_5,Springer Singapore,book-chapter,213,6
Diversity and probiotic activities of endophytic bacteria associated with the coastal halophyte Messerschmidia sibirica,"Chengwei Zhang, XueYing Tian, Cheng-Sheng Zhang",2019,10.1016/j.apsoil.2019.05.030,https://doi.org/10.1016/j.apsoil.2019.05.030,Elsevier BV,journal-article,48,12
Toxicological effects of environmentally relevant lead and zinc in halophyte Suaeda salsa by NMR-based metabolomics,"Huifeng Wu, Xiaoli Liu, Jianmin Zhao, Junbao Yu, Qiuying Pang, Jianghua Feng",2012,10.1007/s10646-012-0992-2,https://doi.org/10.1007/s10646-012-0992-2,Springer Science and Business Media LLC,journal-article,34,24
"THE OCCURRENCE OF SOUTHERN, STEPPE AND HALOPHYTE ELEMENTS IN WEICHSELIAN (LAST‐GLACIAL) FLORAS FROM SOUTHERN BRITAIN",FRANCES G. BELL,1969,10.1111/j.1469-8137.1969.tb06490.x,https://doi.org/10.1111/j.1469-8137.1969.tb06490.x,Wiley,journal-article,27,45
High photosynthetic thermal tolerance in the Mediterranean halophyte Limoniastrum monopetalum,"E. FIGUEROA-LUQUE, M.E. FIGUEROA, J.M. CASTILLO, A. DE CIRES, R. ÁLVAREZ, J. CAMBROLLÉ, B. GALLEGO-TÉVAR",2024,10.32615/ps.2024.026,https://doi.org/10.32615/ps.2024.026,Institute of Experimental Botany,journal-article,52,2
Isolation of mesophyll and secretory cell protoplasts of the halophyte Ceratostigma plumbaginoides (L.): a comparison of ATPase concentration and activity,"Ronald A. Balsamo, William W. Thomson",1996,10.1007/s002990050045,https://doi.org/10.1007/s002990050045,Springer Science and Business Media LLC,journal-article,0,0
Transcriptomic profiling of the salt-stress response in the halophyte Halogeton glomeratus,"Juncheng Wang, Baochun Li, Yaxiong Meng, Xiaole Ma, Yong Lai, Erjing Si, Ke Yang, Panrong Ren, Xunwu Shang, Huajun Wang",2015,10.1186/s12864-015-1373-z,https://doi.org/10.1186/s12864-015-1373-z,Springer Science and Business Media LLC,journal-article,58,55
Ignatzschineria rhizosphaerae sp. nov. Isolated from Rhizosphere Soil of the Halophyte Kalidium cuspidatum,"Jia-Yi Feng, Lian Xu, Patrick C. Y. Woo, Ji-Quan Sun",2022,10.1007/s00284-022-03020-2,https://doi.org/10.1007/s00284-022-03020-2,Springer Science and Business Media LLC,journal-article,29,4
Salinity-induced Physiological Modification in the Callus from Halophyte Nitraria tangutorum Bobr.,"Yingli Yang, Xueling Wei, Ruxia Shi, Qing Fan, Lizhe An",2010,10.1007/s00344-010-9158-8,https://doi.org/10.1007/s00344-010-9158-8,Springer Science and Business Media LLC,journal-article,63,34
Improved salinity and dust stress tolerance in the desert halophyte Haloxylon aphyllum by halotolerant plant growth-promoting rhizobacteria,"Mahmood Najafi Zilaie, Asghar Mosleh Arani, Hassan Etesami, Mehri Dinarvand",2022,10.3389/fpls.2022.948260,https://doi.org/10.3389/fpls.2022.948260,Frontiers Media SA,journal-article,160,17
Transforming growth factor receptor type II (ec-TβR II) behaves as a halophile,"Komal Saini, M. Ashhar I. Khan, Sumit Chakrapani, Shashank Deep",2015,10.1016/j.ijbiomac.2014.09.051,https://doi.org/10.1016/j.ijbiomac.2014.09.051,Elsevier BV,journal-article,26,0
TsHD1 and TsNAC1 cooperatively play roles in plant growth and abiotic stress resistance of <i>Thellungiella halophile</i>,"Can Liu, Haizhen Ma, Jie Zhou, Zhaoxia Li, Zhenghua Peng, Fei Guo, Juren Zhang",2019,10.1111/tpj.14310,https://doi.org/10.1111/tpj.14310,Wiley,journal-article,52,22
Isolation and functional analysis of the glycerol permease activity of two new nodulin-like intrinsic proteins from salt stressed roots of the halophyte Atriplex nummularia,"Francisco Cabello-Hurtado, José Ramos",2004,10.1016/j.plantsci.2003.11.001,https://doi.org/10.1016/j.plantsci.2003.11.001,Elsevier BV,journal-article,36,18
Diachronic Study of Halophyte vegetation in the Constantine highlands (Sebkhat Ezzemoul and Chott Tinsilt) Northeastern of Algeria,Boudehane et al.,2025,10.21608/ejabf.2025.444311,https://doi.org/10.21608/ejabf.2025.444311,Egyptian Knowledge Bank,journal-article,0,0
Molecular cloning and characterization of a stress-induced peroxiredoxin Q gene in halophyte Suaeda salsa,"Xiao-Li Guo, Yang-Rong Cao, Zi-Yi Cao, Yan-Xiu Zhao, Hui Zhang",2004,10.1016/j.plantsci.2004.05.004,https://doi.org/10.1016/j.plantsci.2004.05.004,Elsevier BV,journal-article,25,12
"The relationship between silicon availability, and growth and silicon concentration of the salt marsh halophyte Spartina anglica","N.V.J. de Bakker, M. A. Hemminga, J. Van Soelen",1999,10.1023/a:1004751902074,https://doi.org/10.1023/a:1004751902074,Springer Science and Business Media LLC,journal-article,39,23
Dormancy cycling and persistence of seeds in soil of a cold desert halophyte shrub,"Dechang Cao, Carol C. Baskin, Jerry M. Baskin, Fan Yang, Zhenying Huang",2013,10.1093/aob/mct256,https://doi.org/10.1093/aob/mct256,Oxford University Press (OUP),journal-article,41,42
Molecular cloning and functional characterization of a Na+/H+ antiporter gene from halophyte Spartina anglica,"TAO LAN, YUANLIN DUAN, BIN WANG, YUANCHANG ZHOU, WEIREN WU",2011,10.3906/tar-1003-2,https://doi.org/10.3906/tar-1003-2,The Scientific and Technological Research Council of Turkey (TUBITAK-ULAKBIM) - DIGITAL COMMONS JOURNALS,journal-article,0,2
Environmental and Developmental Regulation of the Wound-Induced Cell Wall Protein WI12 in the Halophyte Ice Plant,"Shyi-Kae Yen, Mei-Chu Chung, Pei-Chung Chen, Hungchen E. Yen",2001,10.1104/pp.010205,https://doi.org/10.1104/pp.010205,Oxford University Press (OUP),journal-article,51,36
Halophyte Growth and Physiology Under Metal Toxicity,"Anita Kumari, Sunita Sheokand, Pooja, Ashwani Kumar, Anita Mann, Neeraj Kumar, Sarita Devi, Babita Rani, Arvind Kumar, B. L. Meena",2019,10.1007/978-981-13-3762-8_5,https://doi.org/10.1007/978-981-13-3762-8_5,Springer Singapore,book-chapter,213,6
"Plant Tissues and Embryos Biominerals in Sarcocornia pruinosa, a Halophyte from the Río Tinto Salt Marshes","Vicenta De la Fuente, Lourdes Rufo, Irene Sánchez-Gavilán, Esteban Ramírez, Nuria Rodríguez, Ricardo Amils",2018,10.3390/min8110505,https://doi.org/10.3390/min8110505,MDPI AG,journal-article,29,17
Composition of Fatty Acids of Lipids of Halophyte Leaves during Adaptation to Saline Soil Using the Example of Plants from the Elton Region,V. N. Nesterov,2024,10.1134/s1995425524700410,https://doi.org/10.1134/s1995425524700410,Pleiades Publishing Ltd,journal-article,32,0
Spatial Distribution of Soil Salinity and Management Aspects in the Northern United Arab Emirates,"Mahmoud A. Abdelfattah, Shabbir A. Shahid",2014,10.1007/978-94-007-7411-7_1,https://doi.org/10.1007/978-94-007-7411-7_1,Springer Netherlands,book-chapter,53,1
Adaptive mechanism of stress tolerance in Urochondra (grass halophyte) using roots study,"CHARU LATA, SHOBHA SONI, NARESH KUMAR, ASHWANI KUMAR, POOJA POOJA, ANITA MANN, SULEKHA RANI",2019,10.56093/ijas.v89i6.90834,https://doi.org/10.56093/ijas.v89i6.90834,"Indian Council of Agricultural Research, Directorate of Knowledge Management in Agriculture",journal-article,18,14
Purification and Biochemical Characteristics of a 45 kDa Fibrinolytic Enzyme from a Halophile,"Do-Hyoung Kim, Jeong-Uck Park, Min-Jeong Seo, Min-Jeong Kim, Hye-Hyeon Lee, Yung-Hyun Choi, Woo-Hong Joo, Yong-Kee Jeong",2010,10.5352/jls.2010.20.2.183,https://doi.org/10.5352/jls.2010.20.2.183,Korean Society of Life Science,journal-article,33,3
Diversity and probiotic activities of endophytic bacteria associated with the coastal halophyte Messerschmidia sibirica,"Chengwei Zhang, XueYing Tian, Cheng-Sheng Zhang",2019,10.1016/j.apsoil.2019.05.030,https://doi.org/10.1016/j.apsoil.2019.05.030,Elsevier BV,journal-article,48,12
Toxicological effects of environmentally relevant lead and zinc in halophyte Suaeda salsa by NMR-based metabolomics,"Huifeng Wu, Xiaoli Liu, Jianmin Zhao, Junbao Yu, Qiuying Pang, Jianghua Feng",2012,10.1007/s10646-012-0992-2,https://doi.org/10.1007/s10646-012-0992-2,Springer Science and Business Media LLC,journal-article,34,24
Photochemical activity and osmotic adjustment of some halophyte and xerophyte species in different microtopographic conditions,"O. Mile, Gy. Lakatos, I. Mészáros",2008,10.1556/comec.9.2008.s.18,https://doi.org/10.1556/comec.9.2008.s.18,Springer Science and Business Media LLC,journal-article,42,1
Biology and Ecology of the Halophyte Laguncularia racemosa (L.) Gaertn. f.: A Review,"Robert I. Lonard, Frank W. Judd, Hudson R. DeYoe, Richard Stalter",2021,10.1007/978-3-030-57635-6_71,https://doi.org/10.1007/978-3-030-57635-6_71,Springer International Publishing,book-chapter,52,0
Biology and Ecology of the Halophyte Laguncularia racemosa (L.) Gaertn. f.: A Review,"Robert I. Lonard, Frank W. Judd, Hudson R. DeYoe, Richard Stalter",2021,10.1007/978-3-030-17854-3_71-3,https://doi.org/10.1007/978-3-030-17854-3_71-3,Springer International Publishing,book-chapter,52,0
Biology and Ecology of the Halophyte Laguncularia racemosa (L.) Gaertn. f.: A Review,"Robert I. Lonard, Frank W. Judd, Hudson R. DeYoe, Richard Stalter",2020,10.1007/978-3-030-17854-3_71-1,https://doi.org/10.1007/978-3-030-17854-3_71-1,Springer International Publishing,book-chapter,51,2
The Halophyte Halostachys caspica AP2/ERF Transcription Factor HcTOE3 Positively Regulates Freezing Tolerance in Arabidopsis,"Fangliu Yin, Youling Zeng, Jieyun Ji, Pengju Wang, Yufang Zhang, Wenhui Li",2021,10.3389/fpls.2021.638788,https://doi.org/10.3389/fpls.2021.638788,Frontiers Media SA,journal-article,54,35
"Effect of Salinity on Growth and on Mineral and Organic Constituents of the Halophyte
                    <i>Disphyma australe</i>
                    (Soland.) J.M. Black","TF Neales, PJ Sharkey",1981,10.1071/pp9810165,https://doi.org/10.1071/pp9810165,CSIRO Publishing,journal-article,0,20
Cloning and functional characterization of the Na+/H+ antiporter (NHX1) gene promoter from an extreme halophyte Salicornia brachiata,"Vivekanand Tiwari, Manish K. Patel, Amit K. Chaturvedi, Avinash Mishra, Bhavanath Jha",2019,10.1016/j.gene.2018.10.039,https://doi.org/10.1016/j.gene.2018.10.039,Elsevier BV,journal-article,54,40
Germination and Dormancy in Annual Halophyte &lt;i&gt;Juncus ranarius&lt;/i&gt; Song &amp;amp; Perr.,"Jeremi KOŁODZIEJEK, Jacek PATYKOWSKI",2015,10.15835/nbha.43.2.9752,https://doi.org/10.15835/nbha.43.2.9752,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,journal-article,0,1
Effects of irrigation water salinity and leaching fraction on the growth of six halophyte species,"MAHER N. NOAMAN, EL-SAYED EL-HADDAD",2000,10.1017/s0021859699008333,https://doi.org/10.1017/s0021859699008333,Cambridge University Press (CUP),journal-article,0,23
Effects of salt treatment and osmotic stress on V‐ATPase and V‐PPase in leaves of the halophyte Suaeda salsa,"Baoshan Wang, Ulrich Lüttge, Rafael Ratajczak",2001,10.1093/jexbot/52.365.2355,https://doi.org/10.1093/jexbot/52.365.2355,Oxford University Press (OUP),journal-article,57,251
Micropropagation of the Halophyte Sarcocornia fruticosa (L.) A. J. Scott,"Maria Filomena de Jesus Raposo, Rui Manuel Santos Costa de Morais",2021,10.6000/1927-5129.2014.10.08,https://doi.org/10.6000/1927-5129.2014.10.08,Set Publishers,journal-article,30,4
"Phytochemical Analysis, Anti-inflammatory, and Anticancer Activities of the Halophyte Herb <i>Bassia indica</i>","Ahmed Othman, Yhiya Amen, Yuka Inoue, Kuniyoshi Shimizu",2022,10.1177/1934578x221137412,https://doi.org/10.1177/1934578x221137412,SAGE Publications,journal-article,52,4
Endogenous polyamine content and photosynthetic performance under hypo-osmotic conditions reveal Cymodocea nodosa as an obligate halophyte,"M Zarranz Elso, P García-Jiménez, RR Robaina",2012,10.3354/ab00454,https://doi.org/10.3354/ab00454,Inter-Research Science Center,journal-article,67,11
"Undescribed glucosylceramide, flavonol triglycoside, and oleanane saponin from the halophyte Agathophora alopecuroides: Promising candidates for stimulating ceramide synthesis","Ahmed Othman, Yhiya Amen, Maki Nagata, Kuniyoshi Shimizu",2022,10.1016/j.phytochem.2022.113320,https://doi.org/10.1016/j.phytochem.2022.113320,Elsevier BV,journal-article,53,3
Molecular cloning and characterization of novel cystatin gene in leaves Cakile maritima halophyte,"Wided Megdiche, Chantal Passaquet, Walid Zourrig, Yasmine Zuily Fodil, Chedly Abdelly",2009,10.1016/j.jplph.2008.09.012,https://doi.org/10.1016/j.jplph.2008.09.012,Elsevier BV,journal-article,48,22
Effects of salt stress on physio-biochemical characters and gene expressions in halophyte grass Leptochloa fusca (L.) Kunth,"Fereshteh Mohammadi, Hamid Reza Kavousi, Mehdi Mansouri",2019,10.1007/s11738-019-2935-5,https://doi.org/10.1007/s11738-019-2935-5,Springer Science and Business Media LLC,journal-article,60,17
The effects of salinity and temperature on the germination of the inland halophyte <i>Hordeum jubatum</i>,"Kemuel S. Badger, Irwin A. Ungar",1989,10.1139/b89-188,https://doi.org/10.1139/b89-188,Canadian Science Publishing,journal-article,0,51
Leaf gas exchange and solute accumulation in the halophyte Salvadora persica grown at moderate salinity,"Albino Maggio, Muppala P Reddy, Robert J Joly",2000,10.1016/s0098-8472(00)00051-4,https://doi.org/10.1016/s0098-8472(00)00051-4,Elsevier BV,journal-article,31,72
"Estuarine gradients and the growth and development of Agapanthia villosoviridescens, (Coleoptera), a stem-borer of the salt marsh halophyte Aster tripolium","M. A. Hemminga, J. van Soelen",1988,10.1007/bf00378035,https://doi.org/10.1007/bf00378035,Springer Science and Business Media LLC,journal-article,33,17
"Osmotic adjustment, water relations and growth attributes of the xero-halophyte Reaumuria vermiculata L. (Tamaricaceae) in response to salt stress","Mustapha Gorai, Mohamed Neffati",2010,10.1007/s11738-010-0677-5,https://doi.org/10.1007/s11738-010-0677-5,Springer Science and Business Media LLC,journal-article,51,11
Salt-induced photoinhibition of PSII is alleviated in halophyte Thellungiella halophila by increases of unsaturated fatty acids in membrane lipids,"Na Sui, Guoliang Han",2014,10.1007/s11738-013-1477-5,https://doi.org/10.1007/s11738-013-1477-5,Springer Science and Business Media LLC,journal-article,41,117
"Cloning and functional expression in Saccharomyces cereviae of a K+ transporter, AlHAK, from the graminaceous halophyte, Aeluropus littoralis","Qiao Su, Shuyang Feng, Lijia An, Gaohua Zhang",2007,10.1007/s10529-007-9484-5,https://doi.org/10.1007/s10529-007-9484-5,Springer Science and Business Media LLC,journal-article,17,14
Effect of Recurrent Salt and Drought Stress Treatments on the Endangered Halophyte Limonium angustebracteatum Erben,"Roberta Calone, Diana-Maria Mircea, Sara González-Orenga, Monica Boscaiu, Javier Zuzunaga-Rosas, Lorenzo Barbanti, Oscar Vicente",2023,10.3390/plants12010191,https://doi.org/10.3390/plants12010191,MDPI AG,journal-article,86,8
"The 5‐S RNA · Protein Complex from an Extreme Halophile, <i>Halobacterium cutirubrum</i>","Nancy SMITH, Makoto YAGUCHI, Gordon E. WILLICK, Ross N. NAZAR, Alastair T. MATHESON",1978,10.1111/j.1432-1033.1978.tb12554.x,https://doi.org/10.1111/j.1432-1033.1978.tb12554.x,Wiley,journal-article,31,35
"Effects of explant type, culture media and growth regulators for callus induction of a potential bioactive halophyte: Armeria maritima (Plumbaginaceae)","L Gourguillon, A Lobstein, L Gondet",2016,10.1055/s-0036-1596795,https://doi.org/10.1055/s-0036-1596795,Georg Thieme Verlag KG,journal-article,0,1
Halophyte Plants Cultured in Aquaponics Hold the Same Potential for Valorization as Wild Conspecifics from Donor Sites,"Bruna Marques, Elisabete Maciel, Maria Rosário Domingues, Ricardo Calado, Ana Isabel Lillebø",2021,10.3390/app112411586,https://doi.org/10.3390/app112411586,MDPI AG,journal-article,50,4
Phytotoxic effects of petroleum hydrocarbons on germination and growth of the native halophyte Salicornia sinus persica in oil contaminated soil,"Mohammad Kamranifar, Hamidreaza Pourzamani, Rasoul Khosravi, Gholamhassan Ranjbar, Karim Ebrahimpour",2025,10.1038/s41598-025-92512-9,https://doi.org/10.1038/s41598-025-92512-9,Springer Science and Business Media LLC,journal-article,93,7
"<i>Salicornia bigelovii</i>
            Torr.: An Oilseed Halophyte for Seawater Irrigation","Edward P. Glenn, James W. O'Leary, M. Carolyn Watson, T. Lewis Thompson, Robert O. Kuehl",1991,10.1126/science.251.4997.1065,https://doi.org/10.1126/science.251.4997.1065,American Association for the Advancement of Science (AAAS),journal-article,26,217
